timestamp,app,direction,protocol,src_ip,dst_ip,sport,dport,pkt_len,ip_ttl,tcp_flags,tcp_window,payload_len,inter_arrival_ms,flow_id
1777297841.454272,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.184,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.454444,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.454631,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.187,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.4548,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.454967,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.455137,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.455306,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.455481,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.45565,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.45582,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.455989,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.456155,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.166,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.456325,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.456491,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.166,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.456676,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.184,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.456902,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.226,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.457124,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.222,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.457313,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.189,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.457482,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.457653,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.171,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.457841,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.188,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.458013,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.45818,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.458359,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.179,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.458567,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.207,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.458745,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.178,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.458912,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459081,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459248,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459417,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459585,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459731,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.146,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.459875,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.144,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.460049,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.46025,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.201,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.46042,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.460595,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.460765,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,292,56,24,619,252,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.460932,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.461131,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.199,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.461351,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.22,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.461524,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.173,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.461691,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.461857,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.166,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462034,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.177,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462204,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462372,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462539,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462716,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.177,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.462898,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.181,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463042,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.144,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463216,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463388,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463557,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463725,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.463898,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.173,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.464072,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.174,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.464249,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.177,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.464418,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.46459,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.464759,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.464928,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.465103,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.465404,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.301,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.465597,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.193,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.465767,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.465936,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.466079,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.143,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.466219,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.14,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.466399,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.18,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.46657,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.466739,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.466916,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1024,56,24,619,984,0.178,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.467089,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.173,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.467339,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.249,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.467674,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.335,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.467869,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.196,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.468062,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.193,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.468424,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.362,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.468647,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.223,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469049,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.402,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469266,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.217,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469445,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.178,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469612,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469783,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.469952,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470121,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470299,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.178,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470474,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470644,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470817,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.470987,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.471132,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.145,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.471272,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.14,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.471457,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.185,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.471661,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.204,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.471833,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.472001,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.472172,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.171,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.47236,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.187,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.47253,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.472699,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.169,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.472867,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.473042,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1406,56,24,619,1366,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.47321,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.473387,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.177,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.473557,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.473723,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.47389,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.166,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.474058,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.4742,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.143,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.47434,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.139,192.168.83.5:63357-95.101.61.32:443-TCP
